Order Date,Region,Category,Sub-Category,Segment,Sales
2015-08-29,West,Office Supplies,Paper,Corporate,123.28
2015-08-30,East,Office Supplies,Binders,Consumer,25.3
2015-08-30,East,Office Supplies,Storage,Consumer,95.94
2015-08-31,West,Technology,Accessories,Consumer,92.52
2015-09-01,Central,Office Supplies,Binders,Consumer,3.648
2015-09-01,Central,Office Supplies,Paper,Consumer,31.104
2015-09-01,East,Office Supplies,Binders,Consumer,23.744
2015-09-01,East,Technology,Accessories,Consumer,357.0
2015-09-01,West,Office Supplies,Art,Consumer,53.94
2015-09-02,Central,Technology,Accessories,Consumer,715.9200000000001
2015-09-02,Central,Technology,Machines,Corporate,559.71
2015-09-02,East,Furniture,Furnishings,Consumer,70.71
2015-09-02,East,Office Supplies,Appliances,Consumer,19.9
2015-09-02,East,Office Supplies,Art,Consumer,78.99
2015-09-02,East,Office Supplies,Paper,Consumer,14.94
2015-09-02,South,Office Supplies,Binders,Consumer,1793.98
2015-09-03,Central,Office Supplies,Binders,Home Office,7.68
2015-09-03,East,Office Supplies,Labels,Consumer,14.4
2015-09-05,East,Office Supplies,Storage,Consumer,264.32
2015-09-05,South,Furniture,Furnishings,Consumer,31.984
2015-09-06,West,Furniture,Furnishings,Corporate,41.88
2015-09-06,West,Office Supplies,Labels,Corporate,58.48
2015-09-07,Central,Furniture,Chairs,Home Office,161.96
2015-09-07,Central,Furniture,Furnishings,Consumer,879.5699999999999
2015-09-07,Central,Furniture,Tables,Home Office,630.6949999999999
2015-09-07,Central,Office Supplies,Art,Home Office,21.864
2015-09-07,Central,Office Supplies,Binders,Consumer,351.62800000000004
2015-09-07,Central,Office Supplies,Binders,Home Office,34.980000000000004
2015-09-07,Central,Office Supplies,Fasteners,Consumer,13.16
2015-09-07,Central,Office Supplies,Paper,Consumer,12.96
2015-09-07,Central,Office Supplies,Storage,Home Office,19.86
2015-09-07,Central,Technology,Accessories,Home Office,46.688
2015-09-07,Central,Technology,Phones,Consumer,104.85
2015-09-07,Central,Technology,Phones,Home Office,196.776
2015-09-07,East,Furniture,Furnishings,Corporate,42.368
2015-09-07,East,Office Supplies,Storage,Corporate,64.784
2015-09-07,East,Technology,Machines,Corporate,399.54
2015-09-07,East,Technology,Phones,Consumer,377.97
2015-09-07,East,Technology,Phones,Corporate,32.382
2015-09-07,West,Office Supplies,Binders,Corporate,83.92
2015-09-07,West,Office Supplies,Paper,Corporate,20.56
2015-09-07,West,Office Supplies,Supplies,Corporate,27.36
2015-09-08,Central,Furniture,Chairs,Consumer,2706.76
2015-09-08,Central,Office Supplies,Appliances,Consumer,177.98
2015-09-08,Central,Office Supplies,Art,Consumer,42.0
2015-09-08,Central,Office Supplies,Binders,Consumer,51.184
2015-09-08,Central,Office Supplies,Paper,Consumer,200.016
2015-09-08,Central,Office Supplies,Storage,Consumer,275.928
2015-09-08,Central,Technology,Machines,Consumer,8159.952
2015-09-08,Central,Technology,Phones,Consumer,143.976
2015-09-08,East,Furniture,Chairs,Home Office,172.764
2015-09-08,East,Office Supplies,Appliances,Corporate,16.78
2015-09-08,East,Office Supplies,Art,Home Office,3.52
2015-09-08,South,Office Supplies,Fasteners,Consumer,45.0
2015-09-08,South,Technology,Accessories,Corporate,116.85
2015-09-08,South,Technology,Machines,Consumer,209.97
2015-09-08,West,Furniture,Chairs,Consumer,975.92
2015-09-08,West,Office Supplies,Appliances,Home Office,56.65
2015-09-08,West,Office Supplies,Art,Consumer,309.71999999999997
2015-09-08,West,Office Supplies,Binders,Consumer,8.608
2015-09-08,West,Office Supplies,Fasteners,Home Office,4.02
2015-09-08,West,Office Supplies,Storage,Consumer,485.88
2015-09-08,West,Office Supplies,Storage,Home Office,14.97
2015-09-08,West,Technology,Accessories,Consumer,49.98
2015-09-09,Central,Office Supplies,Labels,Consumer,103.6
2015-09-09,Central,Office Supplies,Paper,Consumer,10.896
2015-09-09,East,Furniture,Chairs,Corporate,785.88
2015-09-09,East,Furniture,Furnishings,Consumer,17.472
2015-09-09,East,Furniture,Furnishings,Home Office,60.672
2015-09-09,East,Office Supplies,Art,Home Office,30.816
2015-09-09,East,Office Supplies,Paper,Consumer,15.552
2015-09-09,East,Office Supplies,Paper,Corporate,192.64
2015-09-09,East,Office Supplies,Storage,Corporate,1325.85
2015-09-09,East,Technology,Accessories,Consumer,64.704
2015-09-09,East,Technology,Phones,Consumer,135.516
2015-09-09,South,Technology,Machines,Consumer,1299.99
2015-09-10,East,Furniture,Furnishings,Consumer,254.9
2015-09-10,East,Office Supplies,Appliances,Consumer,81.92
2015-09-10,South,Office Supplies,Binders,Home Office,9.64
2015-09-10,West,Furniture,Chairs,Consumer,1487.04
2015-09-10,West,Office Supplies,Envelopes,Consumer,21.728
2015-09-11,West,Furniture,Furnishings,Consumer,127.95
2015-09-12,Central,Furniture,Furnishings,Home Office,40.56
2015-09-12,Central,Office Supplies,Binders,Consumer,5.18
2015-09-12,Central,Office Supplies,Binders,Home Office,331.96
2015-09-12,Central,Office Supplies,Supplies,Home Office,357.93
2015-09-12,Central,Technology,Accessories,Home Office,57.4
2015-09-12,East,Furniture,Chairs,Consumer,3785.292
2015-09-12,East,Office Supplies,Binders,Consumer,63.924
2015-09-12,East,Technology,Machines,Home Office,69.99
2015-09-12,South,Office Supplies,Appliances,Corporate,166.84
2015-09-12,South,Office Supplies,Paper,Corporate,10.368
2015-09-12,South,Technology,Accessories,Corporate,15.216
2015-09-13,Central,Furniture,Chairs,Home Office,340.116
2015-09-13,East,Office Supplies,Art,Consumer,5.46
2015-09-13,East,Office Supplies,Binders,Consumer,2.502
2015-09-13,East,Office Supplies,Paper,Consumer,15.552
2015-09-13,East,Technology,Accessories,Consumer,252.0
2015-09-13,South,Office Supplies,Binders,Corporate,18.648
2015-09-13,West,Furniture,Furnishings,Consumer,14.19
2015-09-13,West,Office Supplies,Appliances,Consumer,22.66
2015-09-13,West,Office Supplies,Fasteners,Consumer,5.7
2015-09-13,West,Office Supplies,Paper,Consumer,48.94
2015-09-13,West,Office Supplies,Storage,Corporate,79.4
2015-09-13,West,Office Supplies,Supplies,Consumer,7.3
2015-09-13,West,Technology,Accessories,Consumer,462.94
2015-09-14,Central,Furniture,Furnishings,Corporate,9.96
2015-09-14,Central,Office Supplies,Appliances,Corporate,52.448
2015-09-14,Central,Office Supplies,Binders,Corporate,8.552
2015-09-14,Central,Office Supplies,Fasteners,Corporate,6.048
2015-09-14,Central,Office Supplies,Labels,Corporate,20.16
2015-09-14,Central,Office Supplies,Paper,Corporate,6.848
2015-09-14,East,Furniture,Tables,Consumer,464.292
2015-09-14,East,Office Supplies,Appliances,Consumer,601.3
2015-09-14,East,Office Supplies,Envelopes,Consumer,79.53
2015-09-14,East,Office Supplies,Paper,Consumer,44.82
2015-09-14,East,Office Supplies,Storage,Consumer,449.15
2015-09-14,East,Technology,Machines,Consumer,2799.96
2015-09-14,East,Technology,Phones,Consumer,304.96000000000004
2015-09-14,South,Furniture,Furnishings,Consumer,155.52800000000002
2015-09-14,South,Office Supplies,Appliances,Consumer,13.0
2015-09-14,South,Office Supplies,Binders,Consumer,7.16
2015-09-15,East,Furniture,Furnishings,Consumer,14.56
2015-09-15,East,Furniture,Furnishings,Corporate,103.936
2015-09-15,East,Office Supplies,Paper,Consumer,14.94
2015-09-16,East,Office Supplies,Binders,Corporate,33.552
2015-09-17,East,Office Supplies,Binders,Home Office,5.892
2015-09-17,South,Office Supplies,Paper,Consumer,4.624
2015-09-17,South,Technology,Accessories,Consumer,47.984
2015-09-17,West,Furniture,Furnishings,Consumer,35.34
2015-09-17,West,Office Supplies,Art,Consumer,43.504
2015-09-17,West,Office Supplies,Binders,Consumer,137.24
2015-09-17,West,Office Supplies,Envelopes,Consumer,182.94
2015-09-17,West,Office Supplies,Paper,Consumer,188.94400000000002
2015-09-17,West,Office Supplies,Storage,Consumer,88.21000000000001
2015-09-17,West,Technology,Accessories,Consumer,55.92
2015-09-17,West,Technology,Machines,Consumer,29.925
2015-09-19,Central,Technology,Machines,Corporate,5579.9400000000005
2015-09-19,East,Furniture,Chairs,Corporate,887.103
2015-09-19,South,Office Supplies,Storage,Consumer,67.344
2015-09-19,South,Technology,Machines,Consumer,2624.985
2015-09-19,West,Furniture,Tables,Corporate,73.915
2015-09-19,West,Office Supplies,Fasteners,Corporate,7.16
2015-09-19,West,Office Supplies,Fasteners,Home Office,5.67
2015-09-19,West,Office Supplies,Storage,Corporate,92.52
2015-09-20,Central,Furniture,Bookcases,Consumer,493.43
2015-09-20,Central,Furniture,Tables,Consumer,617.7
2015-09-20,Central,Technology,Phones,Consumer,11.12
2015-09-20,East,Furniture,Bookcases,Consumer,1164.508
2015-09-20,East,Furniture,Chairs,Consumer,631.782
2015-09-20,East,Furniture,Furnishings,Consumer,164.22
2015-09-20,East,Office Supplies,Appliances,Consumer,30.98
2015-09-20,East,Office Supplies,Labels,Consumer,75.18
2015-09-20,East,Technology,Accessories,Consumer,59.98
2015-09-20,East,Technology,Phones,Consumer,1979.8600000000001
2015-09-20,South,Office Supplies,Art,Corporate,2.816
2015-09-20,West,Office Supplies,Appliances,Home Office,43.92
2015-09-20,West,Office Supplies,Binders,Home Office,20.232
2015-09-20,West,Office Supplies,Labels,Consumer,9.96
2015-09-20,West,Office Supplies,Paper,Consumer,21.72
2015-09-20,West,Office Supplies,Paper,Corporate,8.56
2015-09-21,Central,Furniture,Furnishings,Home Office,8.544
2015-09-21,Central,Office Supplies,Appliances,Corporate,62.230000000000004
2015-09-21,Central,Office Supplies,Paper,Corporate,6.48
2015-09-21,East,Office Supplies,Art,Home Office,66.03
2015-09-21,East,Office Supplies,Binders,Consumer,6.57
2015-09-21,East,Office Supplies,Labels,Home Office,20.808
2015-09-21,East,Office Supplies,Paper,Home Office,11.352
2015-09-21,West,Office Supplies,Art,Consumer,59.52
2015-09-21,West,Office Supplies,Envelopes,Consumer,93.91
2015-09-21,West,Office Supplies,Paper,Consumer,57.870000000000005
2015-09-21,West,Technology,Copiers,Consumer,1799.97
2015-09-21,West,Technology,Phones,Consumer,486.368
2015-09-22,Central,Office Supplies,Storage,Corporate,331.536
2015-09-22,East,Furniture,Chairs,Consumer,579.528
2015-09-22,East,Furniture,Furnishings,Consumer,97.44
2015-09-22,East,Office Supplies,Art,Consumer,13.04
2015-09-22,East,Office Supplies,Binders,Consumer,3.984
2015-09-22,South,Office Supplies,Labels,Consumer,4.608
2015-09-22,West,Office Supplies,Storage,Consumer,210.13
2015-09-23,Central,Office Supplies,Binders,Consumer,9462.890000000001
2015-09-23,Central,Office Supplies,Paper,Consumer,32.4
2015-09-23,Central,Office Supplies,Storage,Consumer,404.9
2015-09-23,East,Office Supplies,Art,Consumer,9.84
2015-09-23,East,Office Supplies,Binders,Consumer,173.94
2015-09-23,East,Office Supplies,Binders,Corporate,11.12
2015-09-23,East,Office Supplies,Binders,Home Office,18.464
2015-09-23,East,Office Supplies,Paper,Home Office,28.8
2015-09-23,West,Furniture,Bookcases,Corporate,435.999
2015-09-23,West,Technology,Phones,Corporate,83.984
2015-09-24,West,Office Supplies,Storage,Consumer,211.96
2015-09-25,Central,Furniture,Bookcases,Home Office,300.5328
2015-09-25,Central,Office Supplies,Binders,Home Office,2.724
2015-09-25,Central,Office Supplies,Envelopes,Home Office,3.264
2015-09-25,Central,Office Supplies,Paper,Home Office,33.792
2015-09-25,West,Office Supplies,Art,Home Office,14.576
2015-09-26,Central,Office Supplies,Binders,Corporate,0.876
2015-09-26,East,Furniture,Furnishings,Corporate,21.184
2015-09-26,East,Office Supplies,Appliances,Corporate,185.328
2015-09-26,East,Office Supplies,Appliances,Home Office,16.704
2015-09-26,East,Office Supplies,Binders,Corporate,5.97
2015-09-26,East,Office Supplies,Paper,Home Office,32.896
2015-09-26,East,Technology,Accessories,Home Office,3.152
2015-09-26,West,Furniture,Chairs,Consumer,145.568
2015-09-26,West,Furniture,Chairs,Home Office,585.552
2015-09-26,West,Office Supplies,Paper,Home Office,19.44
2015-09-26,West,Office Supplies,Storage,Home Office,310.12
2015-09-27,East,Furniture,Furnishings,Corporate,87.54
2015-09-27,West,Furniture,Chairs,Consumer,603.92
2015-09-27,West,Office Supplies,Paper,Consumer,81.98
2015-09-28,East,Office Supplies,Storage,Corporate,46.26
2015-09-28,South,Furniture,Furnishings,Consumer,337.088
2015-09-28,South,Office Supplies,Paper,Corporate,106.944
2015-09-29,East,Furniture,Furnishings,Consumer,117.36
2015-09-29,East,Furniture,Tables,Corporate,476.448
2015-09-29,East,Office Supplies,Art,Corporate,4.224
2015-09-29,East,Office Supplies,Labels,Consumer,18.9
2015-09-29,East,Office Supplies,Labels,Corporate,55.44
2015-09-29,East,Office Supplies,Paper,Consumer,77.52
2015-09-29,East,Office Supplies,Paper,Corporate,20.928
2015-09-29,East,Office Supplies,Storage,Consumer,1395.54
2015-09-29,East,Office Supplies,Storage,Corporate,1801.632
2015-09-29,West,Furniture,Furnishings,Consumer,204.6
2015-09-29,West,Furniture,Furnishings,Home Office,6.16
2015-09-29,West,Furniture,Tables,Home Office,2348.82
2015-09-29,West,Office Supplies,Binders,Consumer,10.048
2015-09-29,West,Office Supplies,Fasteners,Consumer,8.72
2015-09-29,West,Office Supplies,Paper,Consumer,6.48
2015-09-29,West,Office Supplies,Storage,Consumer,869.93
2015-09-29,West,Technology,Machines,Consumer,686.32
2015-09-30,East,Furniture,Furnishings,Corporate,15.24
2015-09-30,East,Office Supplies,Appliances,Corporate,795.408
2015-09-30,East,Office Supplies,Paper,Consumer,48.94
2015-09-30,South,Office Supplies,Appliances,Consumer,69.216
2015-09-30,South,Office Supplies,Paper,Consumer,15.552
2015-09-30,West,Office Supplies,Binders,Consumer,43.176
2015-10-01,West,Office Supplies,Fasteners,Home Office,4.71
2015-10-02,West,Office Supplies,Envelopes,Corporate,12.768
2015-10-02,West,Office Supplies,Fasteners,Corporate,4.672
2015-10-02,West,Office Supplies,Paper,Corporate,9.408
2015-10-02,West,Office Supplies,Supplies,Corporate,15.36
2015-10-02,West,Technology,Accessories,Corporate,7.16
2015-10-02,West,Technology,Phones,Corporate,548.776
2015-10-03,Central,Furniture,Chairs,Consumer,258.279
2015-10-03,Central,Furniture,Furnishings,Consumer,31.776
2015-10-03,Central,Office Supplies,Binders,Consumer,1.788
2015-10-03,Central,Office Supplies,Fasteners,Consumer,19.416
2015-10-03,Central,Office Supplies,Labels,Consumer,4.928
2015-10-03,East,Office Supplies,Art,Consumer,55.984
2015-10-03,East,Office Supplies,Envelopes,Consumer,14.48
2015-10-03,East,Technology,Accessories,Consumer,142.488
2015-10-03,South,Office Supplies,Art,Home Office,6.192
2015-10-03,South,Office Supplies,Storage,Home Office,61.568
2015-10-03,West,Furniture,Chairs,Corporate,122.352
2015-10-03,West,Furniture,Tables,Corporate,143.432
2015-10-04,East,Furniture,Chairs,Consumer,589.41
2015-10-04,West,Office Supplies,Binders,Consumer,95.648
2015-10-04,West,Office Supplies,Labels,Consumer,43.69
2015-10-05,East,Office Supplies,Appliances,Consumer,91.92
2015-10-05,West,Technology,Accessories,Consumer,99.98
2015-10-06,Central,Office Supplies,Binders,Corporate,15.36
2015-10-06,Central,Office Supplies,Storage,Corporate,386.34
2015-10-06,East,Office Supplies,Storage,Consumer,83.92
2015-10-06,West,Technology,Accessories,Consumer,9.09
2015-10-07,Central,Office Supplies,Storage,Corporate,107.44
2015-10-07,East,Furniture,Furnishings,Home Office,129.92
2015-10-08,East,Office Supplies,Paper,Consumer,123.92
2015-10-08,South,Technology,Accessories,Consumer,23.472
2015-10-09,South,Office Supplies,Paper,Corporate,88.768
2015-10-09,West,Office Supplies,Art,Consumer,144.6
2015-10-09,West,Technology,Phones,Consumer,15.992
2015-10-10,Central,Office Supplies,Binders,Corporate,12.878
2015-10-10,Central,Technology,Phones,Corporate,1475.896
2015-10-10,East,Office Supplies,Binders,Consumer,18.264
2015-10-10,East,Technology,Machines,Consumer,101.994
2015-10-10,West,Furniture,Chairs,Home Office,122.352
2015-10-10,West,Furniture,Furnishings,Home Office,46.872
2015-10-10,West,Office Supplies,Art,Corporate,255.85
2015-10-10,West,Office Supplies,Envelopes,Home Office,15.28
2015-10-11,East,Office Supplies,Envelopes,Consumer,201.432
2015-10-11,East,Office Supplies,Storage,Consumer,281.904
2015-10-11,South,Furniture,Furnishings,Corporate,8.92
2015-10-11,South,Office Supplies,Labels,Corporate,7.31
2015-10-11,West,Furniture,Chairs,Consumer,433.568
2015-10-11,West,Furniture,Furnishings,Home Office,63.47
2015-10-11,West,Office Supplies,Envelopes,Consumer,7.64
2015-10-11,West,Office Supplies,Storage,Consumer,31.92
2015-10-11,West,Technology,Accessories,Home Office,345.0
2015-10-12,Central,Office Supplies,Supplies,Corporate,22.24
2015-10-12,West,Office Supplies,Art,Consumer,14.9
2015-10-12,West,Office Supplies,Storage,Consumer,21.39
2015-10-13,East,Furniture,Chairs,Corporate,245.98
2015-10-13,East,Office Supplies,Binders,Corporate,26.692
2015-10-13,South,Office Supplies,Binders,Home Office,15.18
2015-10-13,South,Office Supplies,Envelopes,Home Office,36.4
2015-10-13,South,Office Supplies,Storage,Home Office,315.2
2015-10-13,South,Technology,Accessories,Home Office,22.96
2015-10-13,West,Furniture,Tables,Consumer,1298.55
2015-10-13,West,Office Supplies,Appliances,Consumer,213.92
2015-10-13,West,Office Supplies,Art,Consumer,11.52
2015-10-13,West,Technology,Accessories,Consumer,25.78
2015-10-14,Central,Office Supplies,Appliances,Consumer,3.16
2015-10-14,Central,Office Supplies,Binders,Consumer,2.946
2015-10-14,Central,Office Supplies,Paper,Consumer,341.32800000000003
2015-10-14,Central,Technology,Copiers,Consumer,1999.96
2015-10-14,East,Furniture,Chairs,Consumer,1628.82
2015-10-14,East,Office Supplies,Binders,Corporate,22.92
2015-10-14,East,Office Supplies,Storage,Consumer,79.45
2015-10-14,East,Office Supplies,Storage,Corporate,269.9
2015-10-14,East,Technology,Accessories,Consumer,177.0
2015-10-15,East,Furniture,Chairs,Consumer,183.372
2015-10-15,East,Office Supplies,Paper,Consumer,7.968
2015-10-15,South,Furniture,Furnishings,Consumer,15.384
2015-10-16,West,Office Supplies,Binders,Consumer,14.352
2015-10-16,West,Technology,Accessories,Consumer,179.97
2015-10-17,Central,Furniture,Furnishings,Consumer,5.312
2015-10-17,Central,Office Supplies,Binders,Consumer,10.78
2015-10-17,Central,Technology,Accessories,Consumer,119.976
2015-10-18,East,Office Supplies,Envelopes,Corporate,52.512
2015-10-18,East,Office Supplies,Paper,Corporate,10.048
2015-10-18,East,Office Supplies,Storage,Corporate,186.912
2015-10-18,South,Furniture,Chairs,Corporate,1151.22
2015-10-18,South,Office Supplies,Storage,Corporate,275.97
2015-10-18,South,Technology,Phones,Corporate,1394.95
2015-10-18,West,Office Supplies,Binders,Consumer,1.344
2015-10-18,West,Office Supplies,Paper,Consumer,61.96
2015-10-19,West,Office Supplies,Binders,Corporate,23.056
2015-10-19,West,Office Supplies,Labels,Corporate,18.75
2015-10-19,West,Office Supplies,Paper,Consumer,13.44
2015-10-19,West,Office Supplies,Paper,Corporate,146.73
2015-10-19,West,Technology,Phones,Corporate,117.576
2015-10-19,West,Technology,Phones,Home Office,321.552
2015-10-20,Central,Office Supplies,Binders,Home Office,8.682
2015-10-20,Central,Office Supplies,Labels,Home Office,24.424
2015-10-20,Central,Office Supplies,Paper,Home Office,3.808
2015-10-20,Central,Office Supplies,Storage,Consumer,211.96
2015-10-20,Central,Office Supplies,Storage,Home Office,505.32
2015-10-20,Central,Technology,Accessories,Home Office,319.968
2015-10-20,South,Furniture,Tables,Corporate,328.59
2015-10-20,South,Office Supplies,Storage,Corporate,98.352
2015-10-21,East,Furniture,Tables,Consumer,409.59
2015-10-21,East,Office Supplies,Appliances,Consumer,121.792
2015-10-21,South,Furniture,Tables,Corporate,591.32
2015-10-21,South,Office Supplies,Art,Corporate,2.84
2015-10-21,South,Office Supplies,Storage,Corporate,194.7
2015-10-21,West,Office Supplies,Binders,Corporate,36.36
2015-10-22,East,Furniture,Furnishings,Home Office,93.888
2015-10-22,South,Furniture,Furnishings,Corporate,129.92
2015-10-24,South,Office Supplies,Fasteners,Consumer,11.85
2015-10-24,South,Office Supplies,Paper,Home Office,10.368
2015-10-24,West,Office Supplies,Binders,Consumer,34.272
2015-10-25,East,Office Supplies,Binders,Consumer,13.698
2015-10-25,East,Technology,Accessories,Consumer,40.776
2015-10-25,West,Office Supplies,Binders,Corporate,49.408
2015-10-26,West,Furniture,Furnishings,Consumer,63.92
2015-10-26,West,Technology,Phones,Consumer,383.96
2015-10-27,South,Office Supplies,Paper,Home Office,22.32
2015-10-28,Central,Technology,Phones,Corporate,257.98
2015-10-28,West,Furniture,Bookcases,Corporate,616.998
2015-10-28,West,Office Supplies,Binders,Corporate,7.184
2015-10-28,West,Office Supplies,Storage,Corporate,141.4
2015-10-28,West,Office Supplies,Supplies,Corporate,487.02
2015-10-29,Central,Office Supplies,Paper,Corporate,75.88
2015-10-29,Central,Technology,Accessories,Corporate,1.98
2015-10-29,Central,Technology,Phones,Consumer,2735.952
2015-10-31,East,Furniture,Chairs,Consumer,1604.9
2015-10-31,East,Furniture,Furnishings,Consumer,32.43
2015-10-31,East,Furniture,Tables,Consumer,385.686
2015-10-31,East,Furniture,Tables,Corporate,1421.664
2015-10-31,East,Office Supplies,Art,Consumer,49.25
2015-10-31,East,Office Supplies,Binders,Consumer,34.08
2015-10-31,East,Office Supplies,Paper,Consumer,10.16
2015-10-31,West,Furniture,Chairs,Corporate,146.352
2015-10-31,West,Office Supplies,Art,Corporate,12.39
2015-10-31,West,Office Supplies,Binders,Corporate,35.263999999999996
2015-10-31,West,Office Supplies,Fasteners,Corporate,11.34
2015-10-31,West,Office Supplies,Paper,Corporate,64.74
2015-10-31,West,Office Supplies,Storage,Corporate,485.94
2015-10-31,West,Technology,Accessories,Corporate,251.91
2015-10-31,West,Technology,Phones,Consumer,742.336
2015-10-31,West,Technology,Phones,Home Office,73.584
2015-11-01,Central,Office Supplies,Paper,Corporate,15.696
2015-11-01,East,Furniture,Furnishings,Consumer,31.68
2015-11-01,East,Office Supplies,Appliances,Consumer,533.94
2015-11-01,East,Office Supplies,Appliances,Corporate,76.12
2015-11-01,East,Office Supplies,Paper,Consumer,167.94
2015-11-01,South,Office Supplies,Art,Corporate,15.911999999999999
2015-11-01,South,Office Supplies,Fasteners,Corporate,7.52
2015-11-01,South,Office Supplies,Labels,Corporate,47.808
2015-11-01,South,Office Supplies,Storage,Corporate,69.52
2015-11-01,South,Technology,Phones,Corporate,978.84
2015-11-01,West,Office Supplies,Art,Consumer,43.176
2015-11-01,West,Office Supplies,Labels,Home Office,44.4
2015-11-01,West,Office Supplies,Paper,Home Office,21.4
2015-11-01,West,Office Supplies,Storage,Consumer,443.92
2015-11-01,West,Technology,Phones,Consumer,2139.944
2015-11-02,Central,Technology,Phones,Consumer,88.776
2015-11-02,East,Furniture,Furnishings,Consumer,89.34
2015-11-02,East,Office Supplies,Binders,Consumer,19.242
2015-11-02,East,Office Supplies,Labels,Consumer,34.86
2015-11-02,East,Technology,Phones,Consumer,590.196
2015-11-02,South,Technology,Accessories,Home Office,799.92
2015-11-02,West,Office Supplies,Storage,Consumer,362.92
2015-11-02,West,Technology,Accessories,Corporate,41.94
2015-11-02,West,Technology,Phones,Consumer,46.384
2015-11-02,West,Technology,Phones,Corporate,52.792
2015-11-03,Central,Technology,Accessories,Corporate,89.97
2015-11-03,East,Office Supplies,Binders,Consumer,56.752
2015-11-03,East,Office Supplies,Binders,Corporate,5.76
2015-11-03,East,Office Supplies,Supplies,Consumer,297.984
2015-11-03,East,Technology,Phones,Consumer,783.96
2015-11-03,South,Furniture,Furnishings,Consumer,410.352
2015-11-03,South,Furniture,Tables,Consumer,945.036
2015-11-03,South,Office Supplies,Binders,Consumer,14.301
2015-11-03,South,Office Supplies,Paper,Consumer,147.344
2015-11-03,South,Office Supplies,Storage,Consumer,25.984
2015-11-03,West,Office Supplies,Art,Home Office,6.72
2015-11-04,East,Furniture,Chairs,Home Office,135.882
2015-11-04,East,Office Supplies,Binders,Home Office,52.064
2015-11-04,East,Office Supplies,Storage,Home Office,43.57
2015-11-04,East,Technology,Accessories,Home Office,360.0
2015-11-04,East,Technology,Machines,Home Office,3991.98
2015-11-04,East,Technology,Phones,Home Office,275.94
2015-11-04,South,Office Supplies,Appliances,Corporate,58.24
2015-11-04,South,Office Supplies,Fasteners,Corporate,8.376
2015-11-04,West,Furniture,Furnishings,Consumer,35.34
2015-11-04,West,Furniture,Tables,Consumer,573.728
2015-11-04,West,Office Supplies,Art,Corporate,2.94
2015-11-04,West,Office Supplies,Binders,Consumer,21.936
2015-11-04,West,Office Supplies,Paper,Consumer,19.44
2015-11-04,West,Technology,Machines,Consumer,447.968
2015-11-04,West,Technology,Phones,Consumer,666.344
2015-11-05,East,Furniture,Furnishings,Consumer,273.568
2015-11-05,East,Office Supplies,Binders,Consumer,13.194
2015-11-05,East,Office Supplies,Storage,Consumer,1080.096
2015-11-05,East,Technology,Accessories,Consumer,109.976
2015-11-05,South,Furniture,Chairs,Consumer,149.9
2015-11-05,South,Technology,Accessories,Home Office,47.79
2015-11-05,West,Furniture,Furnishings,Home Office,20.04
2015-11-07,Central,Furniture,Chairs,Consumer,683.144
2015-11-07,Central,Office Supplies,Appliances,Consumer,245.88
2015-11-07,Central,Office Supplies,Binders,Consumer,13.866
2015-11-07,Central,Office Supplies,Binders,Corporate,26.046
2015-11-07,Central,Office Supplies,Envelopes,Corporate,74.352
2015-11-07,Central,Office Supplies,Storage,Consumer,59.21
2015-11-07,Central,Office Supplies,Supplies,Consumer,40.712
2015-11-07,East,Office Supplies,Fasteners,Corporate,5.92
2015-11-07,East,Office Supplies,Paper,Corporate,30.18
2015-11-07,West,Office Supplies,Binders,Consumer,123.144
2015-11-08,West,Technology,Phones,Consumer,333.576
2015-11-09,East,Furniture,Furnishings,Home Office,56.52
2015-11-09,West,Furniture,Bookcases,Consumer,222.666
2015-11-09,West,Office Supplies,Paper,Consumer,157.5
2015-11-09,West,Office Supplies,Storage,Consumer,433.44
2015-11-09,West,Technology,Phones,Consumer,703.968
2015-11-10,Central,Furniture,Chairs,Consumer,563.94
2015-11-10,Central,Office Supplies,Art,Consumer,3.9
2015-11-10,Central,Office Supplies,Paper,Consumer,28.68
2015-11-10,Central,Office Supplies,Storage,Consumer,598.3499999999999
2015-11-10,West,Furniture,Furnishings,Consumer,93.08000000000001
2015-11-10,West,Office Supplies,Labels,Consumer,39.84
2015-11-10,West,Office Supplies,Paper,Consumer,62.24
2015-11-10,West,Technology,Accessories,Consumer,10.99
2015-11-10,West,Technology,Phones,Consumer,601.536
2015-11-11,Central,Furniture,Chairs,Consumer,797.944
2015-11-11,Central,Furniture,Furnishings,Consumer,10.984
2015-11-11,Central,Office Supplies,Art,Consumer,67.56
2015-11-11,Central,Office Supplies,Binders,Consumer,898.224
2015-11-11,Central,Office Supplies,Paper,Consumer,284.05600000000004
2015-11-11,Central,Office Supplies,Storage,Consumer,665.88
2015-11-11,Central,Technology,Phones,Consumer,389.65599999999995
2015-11-11,East,Furniture,Bookcases,Corporate,521.96
2015-11-11,East,Furniture,Furnishings,Corporate,23.968
2015-11-11,West,Furniture,Chairs,Consumer,716.568
2015-11-11,West,Office Supplies,Appliances,Corporate,22.98
2015-11-11,West,Office Supplies,Appliances,Home Office,7.78
2015-11-11,West,Office Supplies,Art,Consumer,33.872
2015-11-11,West,Office Supplies,Binders,Corporate,2033.584
2015-11-11,West,Office Supplies,Paper,Home Office,123.92
2015-11-11,West,Technology,Accessories,Corporate,102.13
2015-11-11,West,Technology,Phones,Consumer,559.984
2015-11-11,West,Technology,Phones,Home Office,575.928
